2008-09-01,824.0
2008-09-02,811.0
2008-09-03,817.0
2008-09-04,793.0
2008-09-05,750.0
2008-09-08,850.0
2008-09-09,840.0
2008-09-10,867.0
2008-09-11,823.0
2008-09-12,858.0
2008-09-16,792.0
2008-09-17,800.0
2008-09-18,773.0
2008-09-19,862.0
2008-09-22,898.0
2008-09-24,936.0
2008-09-25,917.0
2008-09-26,931.0
2008-09-29,937.0
2008-09-30,893.0
2008-10-01,923.0
2008-10-02,896.0
2008-10-03,888.0
2008-10-06,806.0
2008-10-07,811.0
2008-10-08,763.0
2008-10-09,776.0
2008-10-10,710.0
2008-10-14,810.0
2008-10-15,821.0
2008-10-16,741.0
2008-10-17,760.0
2008-10-20,800.0
2008-10-21,849.0
2008-10-22,774.0
2008-10-23,745.0
2008-10-24,683.0
2008-10-27,583.0
2008-10-28,551.0
2008-10-29,594.0
2008-10-30,632.0
2008-10-31,598.0
2008-11-04,627.0
2008-11-05,698.0
2008-11-06,650.0
2008-11-07,639.0
2008-11-10,652.0
2008-11-11,633.0
2008-11-12,615.0
2008-11-13,592.0
2008-11-14,595.0
2008-11-17,585.0
2008-11-18,546.0
2008-11-19,511.0
2008-11-20,480.0
2008-11-21,492.0
2008-11-25,506.0
2008-11-26,498.0
2008-11-27,518.0
2008-11-28,521.0
2008-12-01,509.0
2008-12-02,474.0
2008-12-03,470.0
2008-12-04,460.0
2008-12-05,435.0
2008-12-08,430.0
2008-12-09,458.0
2008-12-10,468.0
2008-12-11,500.0
2008-12-12,484.0
2008-12-15,517.0
2008-12-16,508.0
2008-12-17,519.0
2008-12-18,542.0
2008-12-19,560.0
2008-12-22,576.0
2008-12-24,533.0
2008-12-25,545.0
2008-12-26,560.0
2008-12-29,556.0
2008-12-30,549.0
2009-01-05,571.0
2009-01-06,570.0
2009-01-07,584.0
2009-01-08,560.0
2009-01-09,561.0
2009-01-13,526.0
2009-01-14,524.0
2009-01-15,516.0
2009-01-16,523.0
2009-01-19,517.0
2009-01-20,502.0
2009-01-21,483.0
2009-01-22,487.0
2009-01-23,474.0
2009-01-26,458.0
2009-01-27,497.0
2009-01-28,503.0
2009-01-29,527.0
2009-01-30,510.0
2009-02-02,485.0
2009-02-03,481.0
2009-02-04,485.0
2009-02-05,477.0
2009-02-06,480.0
2009-02-09,479.0
2009-02-10,489.0
2009-02-12,468.0
2009-02-13,472.0
2009-02-16,470.0
2009-02-17,451.0
2009-02-18,437.0
2009-02-19,439.0
2009-02-20,429.0
2009-02-23,427.0
2009-02-24,429.0
2009-02-25,445.0
2009-02-26,442.0
2009-02-27,454.0
2009-03-02,423.0
2009-03-03,421.0
2009-03-04,426.0
2009-03-05,421.0
2009-03-06,401.0
2009-03-09,381.0
2009-03-10,395.0
2009-03-11,411.0
2009-03-12,396.0
2009-03-13,419.0
2009-03-16,441.0
2009-03-17,477.0
2009-03-18,478.0
2009-03-19,489.0
2009-03-23,512.0
2009-03-24,535.0
2009-03-25,532.0
2009-03-26,540.0
2009-03-27,527.0
2009-03-30,488.0
2009-03-31,476.0
2009-04-01,495.0
2009-04-02,528.0
2009-04-03,526.0
2009-04-06,513.0
2009-04-07,507.0
2009-04-08,488.0
2009-04-09,522.0
2009-04-10,517.0
2009-04-13,531.0
2009-04-14,537.0
2009-04-15,521.0
2009-04-16,505.0
2009-04-17,513.0
2009-04-20,496.0
2009-04-21,491.0
2009-04-22,479.0
2009-04-23,478.0
2009-04-24,494.0
2009-04-27,508.0
2009-04-28,505.0
2009-04-30,535.0
2009-05-01,533.0
2009-05-07,617.0
2009-05-08,655.0
2009-05-11,674.0
2009-05-12,640.0
2009-05-13,625.0
2009-05-14,588.0
2009-05-15,613.0
2009-05-18,592.0
2009-05-19,617.0
2009-05-20,619.0
2009-05-21,609.0
2009-05-22,609.0
2009-05-25,611.0
2009-05-26,610.0
2009-05-27,623.0
2009-05-28,625.0
2009-05-29,598.0
2009-06-01,616.0
2009-06-02,621.0
2009-06-03,614.0
2009-06-04,622.0
2009-06-05,624.0
2009-06-08,644.0
2009-06-09,624.0
2009-06-10,640.0
2009-06-11,641.0
2009-06-12,652.0
2009-06-15,631.0
2009-06-16,601.0
2009-06-17,604.0
2009-06-18,592.0
2009-06-19,616.0
2009-06-22,615.0
2009-06-23,601.0
2009-06-24,593.0
2009-06-25,605.0
2009-06-26,612.0
2009-06-29,595.0
2009-06-30,598.0
2009-07-01,602.0
2009-07-02,596.0
2009-07-03,600.0
2009-07-06,595.0
2009-07-07,589.0
2009-07-08,569.0
2009-07-09,549.0
2009-07-10,538.0
2009-07-13,533.0
2009-07-14,551.0
2009-07-15,538.0
2009-07-16,533.0
2009-07-17,537.0
2009-07-21,556.0
2009-07-22,557.0
2009-07-23,556.0
2009-07-24,550.0
2009-07-27,553.0
2009-07-28,555.0
2009-07-29,544.0
2009-07-30,542.0
2009-07-31,566.0
2009-08-03,600.0
2009-08-04,600.0
2009-08-05,597.0
2009-08-06,603.0
2009-08-07,598.0
2009-08-10,609.0
2009-08-11,609.0
2009-08-12,600.0
2009-08-13,603.0
2009-08-14,607.0
2009-08-17,591.0
2009-08-18,593.0
2009-08-19,584.0
2009-08-20,590.0
2009-08-21,588.0
2009-08-24,598.0
2009-08-25,592.0
2009-08-26,595.0
2009-08-27,593.0
2009-08-28,595.0
2009-08-31,594.0
